Time,Speed,SOC,BatteryTemp,Throttle,Brake
16.175,74.5455,99.1484,25,1,0
16.2067,74.7326,99.1441,25,1,0
16.2529,74.923,99.1396,25,1,0
16.299,75.2003,99.1332,25,1,0
16.331,75.4767,99.1268,25,1,0
16.3773,75.6685,99.1223,25,1,0
16.4235,75.9465,99.1158,25,1,0
16.4547,76.2235,99.1093,25,1,0
16.4858,76.4111,99.1048,25,1,0
16.5164,76.5976,99.1004,25,1,0
16.5472,76.7811,99.0961,25,1,0
16.5785,76.966,99.0917,25,1,0
16.6101,77.1537,99.0872,25,1,0
16.6412,77.3433,99.0827,25,1,0
16.6727,77.5297,99.0782,25,1,0
16.704,77.7193,99.0737,25,1,0
16.7509,77.9066,99.0692,25,1,0
16.7814,78.1884,99.0624,25,1,0
16.8117,78.3711,99.0579,25,1,0
16.8434,78.5527,99.0535,25,1,0
16.8748,78.7429,99.0489,25,1,0
16.9063,78.9319,99.0443,25,1,0
16.9539,79.1208,99.0397,25,1,0
17.0006,79.4061,99.0327,25,1,0
17.0313,79.6863,99.0258,25,1,0
17.0628,79.8707,99.0213,25,1,0
17.0934,80.0595,99.0166,25,1,0
17.1249,80.2431,99.0121,25,1,0
17.156,80.432,99.0074,25,1,0
17.1875,80.619,99.0027,25,1,0
17.219,80.8076,98.998,25,1,0
17.2509,80.9971,98.9933,25,1,0
17.2829,81.188,98.9885,25,1,0
17.3299,81.38,98.9837,25,1,0
17.3619,81.6624,98.9766,25,1,0
17.3932,81.8544,98.9717,25,1,0
17.425,82.042,98.9669,25,1,0
17.4559,82.2329,98.9621,25,1,0
17.5032,82.4179,98.9574,25,1,0
17.5501,82.7019,98.9501,25,1,0
17.5815,82.9835,98.9429,25,1,0
17.6282,83.1717,98.9381,25,1,0
17.6759,83.4521,98.9309,25,1,0
17.708,83.7385,98.9235,25,1,0
17.7397,83.9309,98.9185,25,1,0
17.7708,84.1211,98.9136,25,1,0
17.8024,84.3077,98.9087,25,1,0
17.8342,84.4972,98.9038,25,1,0
17.8652,84.688,98.8988,25,1,0
17.8957,84.8742,98.8939,25,1,0
17.9275,85.0567,98.8891,25,1,0
17.9591,85.2481,98.8841,25,1,0
17.9904,85.4375,98.8791,25,1,0
18.021,85.625,98.8741,25,1,0
18.0524,85.8086,98.8693,25,1,0
18.0836,85.9974,98.8642,25,1,0
18.1148,86.1845,98.8593,25,1,0
18.1463,86.3716,98.8543,25,1,0
18.1781,86.5606,98.8492,25,1,0
18.2093,86.7516,98.8441,25,1,0
18.2412,86.9388,98.8391,25,1,0
18.273,87.1298,98.834,25,1,0
18.304,87.3206,98.8288,25,1,0
18.3347,87.5068,98.8238,25,1,0
18.3661,87.6908,98.8188,25,1,0
18.3977,87.8793,98.8137,25,1,0
18.429,88.0688,98.8085,25,1,0
18.4611,88.2571,98.8034,25,1,0
18.4916,88.4495,98.7982,25,1,0
18.5223,88.6326,98.7932,25,1,0
18.5537,88.8165,98.7881,25,1,0
18.5848,89.0048,98.7829,25,1,0
18.6166,89.1915,98.7778,25,1,0
18.6484,89.3825,98.7725,25,1,0
18.6798,89.5735,98.7672,25,1,0
18.7102,89.7619,98.762,25,1,0
18.7421,89.944,98.757,25,1,0
18.7741,90.1354,98.7516,25,1,0
18.8054,90.3272,98.7463,25,1,0
18.8361,90.515,98.7411,25,1,0
18.8676,90.6992,98.7359,25,1,0
18.8993,90.8882,98.7306,25,1,0
18.9303,91.0787,98.7252,25,1,0
18.9617,91.2647,98.72,25,1,0
18.9929,91.4531,98.7147,25,1,0
19.0237,91.6401,98.7094,25,1,0
19.0549,91.825,98.7042,25,1,0
19.0854,92.0124,98.6988,25,1,0
19.1162,92.1954,98.6936,25,1,0
19.1482,92.3798,98.6884,25,1,0
19.1798,92.572,98.6829,25,1,0
19.2112,92.7615,98.6775,25,1,0
19.2422,92.9498,98.6721,25,1,0
19.2732,93.1361,98.6667,25,1,0
19.3045,93.322,98.6613,25,1,0
19.3353,93.51,98.6559,25,1,0
19.3661,93.6945,98.6506,25,1,0
19.3967,93.8793,98.6452,25,1,0
19.4279,94.0633,98.6399,25,1,0
19.4595,94.2504,98.6344,25,1,0
19.4901,94.4398,98.6289,25,1,0
19.5211,94.6237,98.6235,25,1,0
19.5532,94.8093,98.6181,25,1,0
19.5842,95.002,98.6125,25,1,0
19.6148,95.1881,98.607,25,1,0
19.6458,95.3718,98.6016,25,1,0
19.6774,95.5576,98.5961,25,1,0
19.7078,95.747,98.5905,25,1,0
19.754,95.9298,98.5851,25,1,0
19.801,96.2071,98.5769,25,1,0
19.8316,96.4889,98.5685,25,1,0
19.8795,96.6722,98.563,25,1,0
19.9256,96.9601,98.5544,25,1,0
19.9564,97.2363,98.5461,25,1,0
20.0022,97.421,98.5405,25,1,0
20.0499,97.6959,98.5322,25,1,0
20.081,97.982,98.5236,25,1,0
20.1285,98.1689,98.5179,25,1,0
20.1753,98.4538,98.5093,25,1,0
20.2074,98.7349,98.5007,25,1,0
20.2539,98.9272,98.4948,25,1,0
20.2993,99.206,98.4863,25,1,0
20.3312,99.4787,98.4779,25,1,0
20.378,99.6703,98.472,25,1,0
20.4097,99.9507,98.4634,25,1,0
20.4559,100,98.4575,25,1,0
20.5017,100,98.449,25,1,0
20.548,100,98.4405,25,1,0
20.5792,100,98.4319,25,1,0
20.6261,100,98.4261,25,1,0
20.6568,100,98.4174,25,1,0
20.704,100,98.4117,25,1,0
20.7511,100,98.403,25,1,0
20.7978,100,98.3943,25,1,0
20.8289,100,98.3856,25,1,0
20.8595,100,98.3799,25,1,0
20.8903,100,98.3742,25,1,0
20.9219,100,98.3685,25,1,0
20.9537,100,98.3626,25,1,0
20.985,100,98.3568,25,1,0
21.0163,100,98.351,25,1,0
21.0475,100,98.3451,25,1,0
21.079,100,98.3394,25,1,0
21.1109,100,98.3335,25,1,0
21.142,100,98.3276,25,1,0
21.1728,100,98.3219,25,1,0
21.2039,100,98.3162,25,1,0
21.2351,100,98.3104,25,1,0
21.2661,100,98.3046,25,1,0
21.2969,100,98.2989,25,1,0
21.3274,100,98.2932,25,1,0
21.3588,100,98.2875,25,1,0
21.3895,100,98.2817,25,1,0
21.4198,100,98.276,25,1,0
21.4505,100,98.2704,25,0,0
21.4826,100,98.2647,25,0,0
21.5138,100,98.2588,25,0,0
21.5447,100,98.253,25,0,0
21.576,100,98.2473,25,0,0
21.607,100,98.2415,25,0,0
21.6382,100,98.2357,25,0,0
21.67,100,98.23,25,0,0
21.7012,100,98.2241,25,0,0
21.732,100,98.2183,25,0,0
21.763,100,98.2126,25,0,0
21.794,100,98.2068,25,0,0
21.8253,100,98.2011,25,0,0
21.8573,100,98.1953,25,0,0
21.8892,100,98.1894,25,0,0
21.9208,100,98.1835,25,0,0
21.9518,100,98.1776,25,0,0
21.9836,100,98.1719,25,0,0
22.0157,100,98.166,25,0,0
22.046,100,98.16,25,0,0
22.077,100,98.1544,25,0,0
22.1078,100,98.1487,25,0,0
22.1384,100,98.143,25,0,0
22.1696,100,98.1373,25,0,0
22.2004,100,98.1315,25,0,0
22.2306,100,98.1258,25,0,0
22.2619,100,98.1202,25,0,0
22.2928,100,98.1144,25,0,0
22.3239,100,98.1087,25,0,0
22.3557,100,98.103,25,0,0
22.3868,100,98.0971,25,0,0
22.4181,100,98.0913,25,0,0
22.4494,100,98.0855,25,0,0
22.4654,100,98.0797,25,0,0
22.4962,100,98.0768,25,0,0
22.527,100,98.0711,25,0,0
22.5582,100,98.0654,25,0,0
22.5897,100,98.0596,25,0,0
22.6213,100,98.0538,25,0,0
22.6523,100,98.0479,25,0,0
22.6836,99.9577,98.0422,25,0,0
22.7144,99.8078,98.0364,25,0,0
22.7452,99.6596,98.0307,25,0,0
22.7767,99.5118,98.025,25,0,0
22.808,99.3608,98.0192,25,0,0
